cluster;img;category_llava_next;inference_time
3;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/3/snev_NA_5604_53510781396__b.jpg;Not valid;0.71335768699646
3;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/3/snev_NA_5604_53511101359__b.jpg;Not valid;0.7119719982147217
3;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/3/snev_NA_5699_53799227662__b.jpg;Not valid;0.7111585140228271
3;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/3/snev_NA_6121_53718097295__b.jpg;Not valid;0.7893154621124268
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53473396459__b.jpg;Heritage and culture;0.7404587268829346
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53539637152__b.jpg;Heritage and culture;0.758103609085083
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53539637177__b.jpg;Heritage and culture;0.7584807872772217
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53540520326__b.jpg;Heritage and culture;0.7612090110778809
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53540698403__b.jpg;Heritage and culture;0.7650957107543945
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53546094326__b.jpg;Heritage and culture;0.6636922359466553
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53696117518__b.jpg;Heritage and culture;0.7623264789581299
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53756865271__b.jpg;Heritage and culture;0.7597930431365967
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53801446499__b.jpg;Heritage and culture;0.7575132846832275
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53801547510__b.jpg;Heritage and culture;0.7688395977020264
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53801547600__b.jpg;Heritage and culture;0.7596709728240967
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53888726643__b.jpg;Heritage and culture;0.6725435256958008
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53895092668__b.jpg;Heritage and culture;0.7598330974578857
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53895264525__b.jpg;Heritage and culture;0.75994873046875
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53940060226__b.jpg;Heritage and culture;0.7598221302032471
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53940311763__b.jpg;Heritage and culture;0.7574856281280518
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53940392364__b.jpg;Heritage and culture;0.6867797374725342
4;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/4/snev_NA_1507_53985143890__b.jpg;Heritage and culture;0.7118916511535645
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_10471_53738908316__b.jpg;Animals;0.6682710647583008
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_1428_53924975576__b.jpg;Not valid;0.7032301425933838
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_1428_53929143221__b.jpg;Not valid;0.7038002014160156
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_1428_53929576620__b.jpg;Air activities;0.7033488750457764
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_2776_53832297459__b.jpg;Not valid;0.764427900314331
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_3360_53842207222__b.jpg;Animals;0.7219083309173584
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_5602_53755920487__b.jpg;Not valid;0.7135999202728271
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_5602_53802395223__b.jpg;Not valid;0.7143576145172119
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_5602_53814843849__b.jpg;Animals;0.7152600288391113
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_5602_54035462156__b.jpg;Not valid;0.7138974666595459
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_5603_54040058858__b.jpg;Not valid;0.7143771648406982
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_932_53964022820__b.jpg;Not valid;0.704350471496582
5;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/5/snev_NA_932_54047289963__b.jpg;Not valid;0.7032046318054199
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53443107222__b.jpg;Not valid;0.6263973712921143
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53443115017__b.jpg;Not valid;0.6939620971679688
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53443117277__b.jpg;Not valid;0.7135682106018066
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444036201__b.jpg;Not valid;0.6401181221008301
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444042316__b.jpg;Not valid;0.614572286605835
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444045636__b.jpg;Not valid;0.7617466449737549
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444045916__b.jpg;Not valid;0.7036697864532471
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444173383__b.jpg;Not valid;0.6669180393218994
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444173773__b.jpg;Not valid;0.6655449867248535
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444180523__b.jpg;Not valid;0.8470571041107178
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444181148__b.jpg;Not valid;0.7862884998321533
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444183898__b.jpg;Not valid;0.6270220279693604
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444360454__b.jpg;Not valid;0.6660168170928955
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444361139__b.jpg;Not valid;0.8305928707122803
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444361394__b.jpg;Not valid;0.7040035724639893
6;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/6/snev_NA_1917_53444448770__b.jpg;Not valid;0.6698477268218994
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1506_53784803108__b.jpg;Plants;0.6972177028656006
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1507_53781103527__b.jpg;Plants;0.7029473781585693
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1703_53656508737__b.jpg;Plants;0.7933173179626465
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1703_53657606448__b.jpg;Not valid;0.8680777549743652
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1703_53657607018__b.jpg;Not valid;0.7605626583099365
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1703_53657735759__b.jpg;Plants;0.8136806488037109
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1801_53712322099__b.jpg;Not valid;0.8397877216339111
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1924_53720711351__b.jpg;Not valid;0.8245081901550293
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1924_53724208850__b.jpg;Not valid;0.8378655910491943
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1924_53857392437__b.jpg;Plants;0.692598819732666
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1924_53858053446__b.jpg;Plants;0.6932923793792725
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1924_53858807465__b.jpg;Not valid;0.6938233375549316
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_1924_53858860545__b.jpg;Plants;0.7015483379364014
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_2021_53856052254__b.jpg;Not valid;0.6949794292449951
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_2100_53720502129__b.jpg;Not valid;0.8398847579956055
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_2100_53722890099__b.jpg;Not valid;0.8253769874572754
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_3551_53841706721__b.jpg;Plants;0.7143447399139404
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5506_53786386925__b.jpg;Not valid;0.7127945423126221
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5506_53887335022__b.jpg;Not valid;0.7131683826446533
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5506_53936980195__b.jpg;Not valid;0.7155458927154541
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5602_53754235472__b.jpg;Not valid;0.7154884338378906
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53763796670__b.jpg;Plants;0.7157442569732666
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53868546051__b.jpg;Not valid;0.7161610126495361
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53871984327__b.jpg;Plants;0.7160372734069824
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53872924587__b.jpg;Not valid;0.716156005859375
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53873238019__b.jpg;Not valid;0.7138011455535889
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53873828156__b.jpg;Not valid;0.7158384323120117
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53886282878__b.jpg;Plants;0.7122945785522461
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53894753691__b.jpg;Plants;0.713860273361206
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53907606996__b.jpg;Not valid;0.7127101421356201
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53907947274__b.jpg;Not valid;0.7143552303314209
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53913849009__b.jpg;Not valid;0.7142364978790283
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53913943530__b.jpg;Vegetation and habitats;0.9014768600463867
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53934165461__b.jpg;Not valid;0.7120440006256104
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5603_53939998865__b.jpg;Plants;0.7118847370147705
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5699_53795419219__b.jpg;Not valid;0.7135927677154541
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5699_53796632307__b.jpg;Plants;0.7129511833190918
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5699_53800590665__b.jpg;Not valid;0.7128667831420898
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5699_53801457206__b.jpg;Not valid;0.7183520793914795
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_5699_53801886905__b.jpg;Not valid;0.7182040214538574
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53690651232__b.jpg;Plants;0.8299868106842041
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53692001119__b.jpg;Not valid;0.8279056549072266
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53692088755__b.jpg;Plants;0.817542314529419
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53698400537__b.jpg;Not valid;0.8349089622497559
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53699736255__b.jpg;Not valid;0.7636234760284424
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53789040680__b.jpg;Plants;0.6951484680175781
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53789298840__b.jpg;Plants;0.6964817047119141
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53790963180__b.jpg;Plants;0.6937644481658936
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53796545707__b.jpg;Plants;0.6951229572296143
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53797798490__b.jpg;Not valid;0.6937410831451416
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53828067091__b.jpg;Plants;0.6963465213775635
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_627_53840734476__b.jpg;Plants;0.6932201385498047
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53691745243__b.jpg;Not valid;0.8684539794921875
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53691745888__b.jpg;Plants;0.8443927764892578
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53692001039__b.jpg;Not valid;0.8161413669586182
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53698400572__b.jpg;Plants;0.8156511783599854
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53698400697__b.jpg;Plants;0.6969146728515625
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53699634184__b.jpg;Plants;0.8371565341949463
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53791613682__b.jpg;Plants;0.6948764324188232
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53795502513__b.jpg;Plants;0.6954300403594971
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53822334367__b.jpg;Plants;0.6944963932037354
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53825620819__b.jpg;Plants;0.6923110485076904
7;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/7/snev_NA_725_53840771816__b.jpg;Plants;0.6951751708984375
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_1701_53764262361__b.jpg;Plants;0.7617297172546387
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_263_53855665801__b.jpg;Animals;0.6984691619873047
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53826222471__b.jpg;Not valid;0.7633848190307617
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53826545354__b.jpg;Not valid;0.8404989242553711
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53827239786__b.jpg;Not valid;0.7977557182312012
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53827675520__b.jpg;Not valid;0.8652017116546631
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53872847656__b.jpg;Not valid;0.7858562469482422
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53873091553__b.jpg;Not valid;0.8165771961212158
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53873752148__b.jpg;Not valid;0.7848849296569824
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53873856579__b.jpg;Plants;0.7873618602752686
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53876305293__b.jpg;Plants;0.8173890113830566
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53876305483__b.jpg;Not valid;0.821784496307373
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53877990906__b.jpg;Not valid;0.7935214042663574
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_2873_53900970229__b.jpg;Not valid;0.8140783309936523
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_627_53699736055__b.jpg;Not valid;0.8229398727416992
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_627_53788770886__b.jpg;Not valid;0.69718337059021
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_627_53788984743__b.jpg;Plants;0.7131204605102539
8;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/8/snev_NA_725_53830462624__b.jpg;Plants;0.6998803615570068
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_2003_53847840266__b.jpg;Vegetation and habitats;0.8899686336517334
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_2003_53848199803__b.jpg;Vegetation and habitats;0.8818080425262451
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_2676_53500041570__b.jpg;Animals;0.7132313251495361
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3262_53736374282__b.jpg;Animals;0.7149145603179932
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3262_53736693143__b.jpg;Animals;0.7624425888061523
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3262_53739233739__b.jpg;Animals;0.857457160949707
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3262_53741051119__b.jpg;Animals;0.7077727317810059
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3262_53841118338__b.jpg;Landforms;0.8404545783996582
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3752_53853850533__b.jpg;Animals;0.693554162979126
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_3752_53853954544__b.jpg;Animals;0.7038333415985107
9;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/9/snev_NA_4522_53964369540__b.jpg;Landforms;0.7205483913421631
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_1507_53536897732__b.jpg;Not valid;0.7139897346496582
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_2118_53980907420__b.jpg;Not valid;0.7155284881591797
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_2464_53927585235__b.jpg;Not valid;0.6955857276916504
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_2464_53934599687__b.jpg;Vegetation and habitats;0.8872077465057373
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_2868_53925599307__b.jpg;Not valid;0.814063310623169
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_2871_53915940741__b.jpg;Landforms;0.6962218284606934
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_3087_53933617440__b.jpg;Not valid;0.6932377815246582
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_3263_53548833667__b.jpg;Spiritual or symbolic and related connotations;1.0193209648132324
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_3263_53550039359__b.jpg;Not valid;0.6912524700164795
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_3266_53845568153__b.jpg;Landforms;0.6950268745422363
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_3760_53779736043__b.jpg;Landforms;0.6920206546783447
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_3760_53779741443__b.jpg;Not valid;0.694664716720581
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_378_53934875237__b.jpg;Not valid;0.7058258056640625
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_379_53938288465__b.jpg;Landforms;0.6980135440826416
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_6225_54029556071__b.jpg;Not valid;0.6930873394012451
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_6349_53857868223__b.jpg;Not valid;0.694432258605957
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_6424_53934226022__b.jpg;Not valid;0.7034363746643066
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_6424_53935463244__b.jpg;Spiritual or symbolic and related connotations;1.021324872970581
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_6424_53935463864__b.jpg;Not valid;0.6940643787384033
10;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/10/snev_NA_9781_53880595698__b.jpg;Wind farm;0.6935055255889893
11;/mnt/homeGPU/dlopez/llava_inference/cluster_images/experiment_5/index_0_silhouette_0.722/11/snev_NA_9794_53633235307__b.jpg;Not valid;0.6425971984863281
